full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Matt Gaetz",Matt,Gaetz,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1982-05-07,Male,G000578,412690,21719,"Matt Gaetz",Q16221742,kg:/m/0s8w2_s,NULL,NULL,104528,117101,"Not Given","Not Given",N00039503,H6FL01119,"Not Given","Not Given"
"Rosa L. DeLauro",Rosa,DeLauro,L.,"Not Given","Not Given","Not Given","Not Given","Not Given",1943-03-02,Female,D000216,400103,29109,"Rosa DeLauro",Q434952,kg:/m/024zn0,12101,281,19040,26788,"Not Given","Rosa DeLauro",N00000615,H0CT03072,"Not Given","Not Given"
"Scott DesJarlais",Scott,DesJarlais,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1964-02-21,Male,D000616,412477,21179,"Scott DesJarlais",Q2260839,kg:/m/09k4h2_,12604,2062,623517,123473,"Not Given","Not Given",N00030957,H0TN04195,"Not Given","Not Given"
"Theodore E. Deutch",Theodore,Deutch,E.,"Not Given","Not Given","Not Given","Not Given","Not Given",1966-05-07,Male,D000610,412385,20959,"Ted Deutch",Q245724,kg:/m/03cg3qs,12594,1976,9267613,67151,"Not Given","Theodore E. Deutch",N00031317,H0FL19080,"Not Given","Not Given"
"Mario Diaz-Balart",Mario,Diaz-Balart,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1961-09-25,Male,D000600,400108,20316,"Mario D��az-Balar",Q767270,kg:/m/02536z,12575,1717,1003562,24312,"Not Given","Mario Diaz-Balart",N00025337,H2FL25018,"Not Given","Not Given"
"Mazie K. Hirono",Mazie,Hirono,K.,"Not Given","Not Given","Not Given","Not Given","Not Given",1947-11-03,Female,H001042,412200,20713,"Mazie Hirono",Q16476,kg:/m/0357cd,15580,1844,91216,1677,S361,"Mazie K. Hirono",N00028139,H6HI02251,S2HI00106,"Not Given"
"Lloyd Doggett",Lloyd,Doggett,A.,"Not Given","Not Given","Not Given","Not Given","Not Given",1946-10-06,Male,D000399,400111,29571,"Lloyd Doggett",Q363817,kg:/m/03flzn,12328,303,36810,21689,"Not Given","Not Given",N00006023,H4TX10028,"Not Given","Not Given"
"Michael F. Doyle",Michael,Doyle,F.,Mike,Jr.,"Not Given","Not Given","Not Given",1953-08-05,Male,D000482,400114,29561,"Michael F. Doyle",Q1344200,kg:/m/03tqjg,12436,316,36774,21853,"Not Given","Michael F. Doyle",N00001373,H4PA18131,"Not Given","Not Given"
"Jeff Duncan",Jeff,Duncan,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1966-01-07,Male,D000615,412472,21174,"Jeff Duncan (politician)",Q1027026,kg:/m/0ddgp1k,12602,2057,62713,47967,"Not Given","Jeff Duncan",N00030752,H0SC03077,"Not Given","Not Given"
"Eliot L. Engel",Eliot,Engel,L.,"Not Given","Not Given","Not Given","Not Given","Not Given",1947-02-18,Male,E000179,400122,15603,"Eliot Engel",Q1329618,kg:/m/03tt1r,12815,344,6109,26972,"Not Given","Not Given",N00001003,H8NY19058,"Not Given","Not Given"
"John Hoeven",John,Hoeven,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1957-03-13,Male,H001061,412494,41107,"John Hoeven",Q374762,kg:/m/01qb45,NULL,2079,85233,41788,S344,"John Hoeven",N00031688,S0ND00093,"Not Given","Not Given"
"Anna G. Eshoo",Anna,Eshoo,G.,"Not Given","Not Given","Not Given","Not Given","Not Given",1942-12-13,Female,E000215,400124,29312,"Anna Eshoo",Q291193,kg:/m/024t6x,12867,355,26130,26741,"Not Given","Not Given",N00007335,H8CA12098,"Not Given","Not Given"
"Charles J. "Chuck" Fleischmann",Charles,Fleischmann,J.,Chuck,"Not Given","Not Given","Not Given","Not Given",1962-10-11,Male,F000459,412476,21178,"Chuck Fleischmann",Q521959,kg:/m/0ddd54f,13563,2061,95146,123456,"Not Given","Not Given",N00030815,H0TN03254,"Not Given","Not Given"
"Bill Flores",Bill,Flores,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1954-02-25,Male,F000461,412480,21182,"Bill Flores",Q862103,kg:/m/0bs1ntq,13566,2065,623540,116906,"Not Given","Not Given",N00031545,H0TX17104,"Not Given","Not Given"
"Jeff Fortenberry",Jeff,Fortenberry,Lane,"Not Given","Not Given","Not Given","Not Given","Not Given",1960-12-27,Male,F000449,400640,20518,"Jeff Fortenberry",Q1397331,kg:/m/04fcch,13545,1793,1013049,41929,"Not Given","Jeff Fortenberry",N00026631,H4NE01064,"Not Given","Not Given"
"Louie Gohmert",Louie,Gohmert,B.,"Not Given",Jr.,"Not Given","Not Given","Not Given",1953-08-18,Male,G000552,400651,20527,"Louie Gohmert",Q532647,kg:/m/0490h9,14263,1801,1011394,50029,"Not Given","Louie Gohmert",N00026148,H4TX04039,"Not Given","Not Given"
"Virginia Foxx",Virginia,Foxx,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1943-06-29,Female,F000450,400643,20521,"Virginia Foxx",Q458453,kg:/m/02b5dz,13547,1791,1013052,6051,"Not Given","Virginia Foxx",N00026166,H4NC05146,"Not Given","Not Given"
"Marcia L. Fudge",Marcia,Fudge,L.,"Not Given","Not Given","Not Given","Not Given","Not Given",1952-10-29,Female,F000455,412327,20941,"Marcia Fudge",Q461746,kg:/m/04n11v9,13557,1895,1030928,110640,"Not Given","Marcia L. Fudge",N00030490,H8OH11141,"Not Given","Not Given"
"John Garamendi",John,Garamendi,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1945-01-24,Male,G000559,412382,20958,"John Garamendi",Q1340268,kg:/m/05fvls,14276,1973,18413,29664,"Not Given","Not Given",N00030856,H0CA10149,"Not Given","Not Given"
"Cory Gardner",Cory,Gardner,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1974-08-22,Male,G000562,412406,21112,"Cory Gardner",Q1135774,kg:/m/0czd33q,14279,1998,623308,30004,S377,"Cory Gardner",N00030780,H0CO04122,S4CO00395,"Not Given"
"Bob Gibbs",Bob,Gibbs,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1954-06-14,Male,G000563,412463,21165,"Bob Gibbs",Q887945,kg:/m/07qwv4,14280,2049,1033844,45466,"Not Given","Bob Gibbs",N00031128,H0OH18077,"Not Given","Not Given"
"Mike Lee",Mike,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1971-06-04,Male,L000577,412495,41110,"Mike Lee (American politician)",Q627098,kg:/m/09v5q9x,NULL,2080,9267977,66395,S346,"Mike Lee",N00031696,S0UT00165,"Not Given","Not Given"
"Kay Granger",Kay,Granger,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1943-01-18,Female,G000377,400157,29762,"Kay Granger",Q468807,kg:/m/03tndx,14039,1487,45709,334,"Not Given","Not Given",N00008799,H6TX12060,"Not Given","Not Given"
"Chuck Grassley",Charles,Grassley,E.,Chuck,"Not Given","Not Given","Not Given","Not Given",1933-09-17,Male,G000386,300048,14226,"Chuck Grassley",Q529294,kg:/m/020ymy,14050,457,1167,53293,S153,"Chuck Grassley",N00001758,S0IA00028,"Not Given","Not Given"
"Sam Graves",Sam,Graves,B.,"Not Given","Not Given","Not Given","Not Given","Not Given",1963-11-07,Male,G000546,400158,20124,"Sam Graves",Q465638,kg:/m/03tnfy,14251,1656,89873,9425,"Not Given","Not Given",N00013323,H0MO06073,"Not Given","Not Given"
"Tom Graves",Tom,Graves,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1970-02-03,Male,G000560,412388,20962,"Tom Graves",Q1647301,kg:/m/0c02hpl,14278,1979,11519,31969,"Not Given","Tom Graves",N00030788,H0GA09030,"Not Given","Not Given"
"Al Green",Al,Green,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1947-09-01,Male,G000553,400653,20529,"Al Green (politician)",Q749039,kg:/m/02kn0_,14265,1803,1012969,49680,"Not Given","Al Green",N00026686,H4TX09095,"Not Given","Not Given"
"H. Morgan Griffith",H.,Griffith,Morgan,"Not Given","Not Given","Not Given","Not Given","Not Given",1958-03-15,Male,G000568,412485,21191,"Morgan Griffith",Q1684857,kg:/m/025vdrq,14288,2070,62766,5148,"Not Given","Morgan Griffith",N00032029,H0VA09055,"Not Given","Not Given"
"Ra��l M. Grijalv",Ra��,Grijalva,M.,"Not Given","Not Given","Not Given","Not Given","Not Given",1948-02-19,Male,G000551,400162,20305,"Ra��l Grijalv",Q946606,kg:/m/024s1z,14261,1708,1003551,28253,"Not Given","Raul M. Grijalva",N00025284,H2AZ07070,"Not Given","Not Given"
"Brett Guthrie",Brett,Guthrie,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1964-02-18,Male,G000558,412278,20916,"Brett Guthrie",Q910794,kg:/m/0411qqt,14275,1922,1031343,18829,"Not Given","Brett Guthrie",N00029675,H8KY02031,"Not Given","Not Given"
"Andy Harris",Andy,Harris,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1957-01-25,Male,H001052,412434,21139,"Andy Harris (politician)",Q506639,kg:/m/02852wc,15599,2026,1033464,19157,"Not Given","Not Given",N00029147,H8MD01094,"Not Given","Not Given"
"Vicky Hartzler",Vicky,Hartzler,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1960-10-13,Female,H001053,412444,21149,"Vicky Hartzler",Q375389,kg:/m/09v2dv4,15601,2032,95050,8783,"Not Given","Vicky Hartzler",N00031005,H0MO04086,"Not Given","Not Given"
"Lauren Underwood",Lauren,Underwood,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1986-10-04,Female,U000040,412776,21979,"Lauren Underwood",Q48471874,,NULL,NULL,NULL,177001,"Not Given","Not Given",N00041569,H8IL14174,"Not Given","Not Given"
"Alcee L. Hastings",Alcee,Hastings,L.,"Not Given","Not Given","Not Given","Not Given","Not Given",1936-09-05,Male,H000324,400170,29337,"Alcee Hastings",Q1758631,kg:/m/02534d,14683,511,1858,26798,"Not Given","Alcee L. Hastings",N00002884,H2FL23021,"Not Given","Not Given"
"Martin Heinrich",Martin,Heinrich,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1971-10-17,Male,H001046,412281,20930,"Martin Heinrich",Q565374,kg:/m/02qkv0r,15588,1937,1030686,74517,S359,"Martin Heinrich",N00029835,H8NM01224,S2NM00088,"Not Given"
"Jaime Herrera Beutler",Jaime,"Herrera Beutler","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1978-11-03,Female,H001056,412486,21187,"Jaime Herrera Beutler",Q168592,kg:/m/0cz8yx2,15606,2071,95198,101907,"Not Given","Not Given",N00031559,H0WA03187,"Not Given","Not Given"
"Brian Higgins",Brian,Higgins,M.,"Not Given","Not Given","Not Given","Not Given","Not Given",1959-10-06,Male,H001038,400641,20519,"Brian Higgins",Q505581,kg:/m/04fc7g,15572,1794,1013050,23127,"Not Given","Brian Higgins",N00027060,H4NY27076,"Not Given","Not Given"
"James A. Himes",James,Himes,A.,"Not Given","Not Given","Not Given","Not Given","Not Given",1966-07-05,Male,H001047,412282,20907,"Jim Himes",Q1689111,kg:/m/03w9x9v,15590,1913,1031341,106744,"Not Given","Jim Himes",N00029070,H8CT04172,"Not Given","Not Given"
"Neal P. Dunn",Neal,Dunn,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1953-02-16,Male,D000628,412691,21714,"Neal Dunn",Q27733851,kg:/g/11c2ld4vv7,NULL,NULL,104529,166297,"Not Given","Not Given",N00037442,H6FL02208,"Not Given","Not Given"
"Steny H. Hoyer",Steny,Hoyer,H.,"Not Given","Not Given","Not Given","Not Given","Not Given",1939-06-14,Male,H000874,400189,14873,"Steny Hoyer",Q516515,kg:/m/025k5p,15365,566,1919,26890,"Not Given","Steny Hoyer",N00001821,H2MD05155,"Not Given","Not Given"
"Bill Huizenga",Bill,Huizenga,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1969-01-31,Male,H001058,412437,21142,"Bill Huizenga",Q862199,kg:/m/05b0j1w,15610,2028,1033765,38351,"Not Given","Bill Huizenga",N00030673,H0MI02094,"Not Given","Not Given"
"Sheila Jackson Lee",Sheila,"Jackson Lee","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1950-01-12,Female,J000032,400199,29573,"Sheila Jackson Lee",Q461734,kg:/m/02fj6h,15730,588,36819,21692,"Not Given","Not Given",N00005818,H4TX18054,"Not Given","Not Given"
"Bill Johnson",Bill,Johnson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1954-11-10,Male,J000292,412460,21162,"Bill Johnson (Ohio politician)",Q862215,kg:/m/0ds3q2f,16071,2046,623472,120649,"Not Given","Bill Johnson (Ohio)",N00032088,H0OH06189,"Not Given","Not Given"
"Scott H. Peters",Scott,Peters,H.,"Not Given","Not Given","Not Given","Not Given","Not Given",1958-06-17,Male,P000608,412523,21315,"Scott Peters (politician)",Q3791514,kg:/m/02rymxd,NULL,2113,79661,70351,"Not Given","Scott Peters",N00033591,H2CA52089,"Not Given","Not Given"
"Eddie Bernice Johnson",Eddie,Johnson,Bernice,"Not Given","Not Given","Not Given","Not Given","Not Given",1935-12-03,Female,J000126,400204,39305,"Eddie Bernice Johnson",Q461526,kg:/m/03tn1w,15852,599,23352,27098,"Not Given","Not Given",N00008122,H2TX00015,"Not Given","Not Given"
"Henry C. "Hank" Johnson, Jr.",Henry,Johnson,C.,Hank,Jr.,"Not Given","Not Given","Not Given",1954-10-02,Male,J000288,412199,20712,"Hank Johnson",Q983537,kg:/m/0flgyy,16065,1843,1020576,68070,"Not Given","Henry C. Johnson, Jr.",N00027848,H6GA04129,"Not Given","Not Given"
"Ron Johnson",Ron,Johnson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1955-04-08,Male,J000293,412496,41111,"Ron Johnson (Wisconsin politician)",Q970272,kg:/m/0cmdpzc,NULL,2086,62835,126217,S345,"Ron Johnson (Wisconsin)",N00032546,S0WI00197,"Not Given","Not Given"
"Jim Jordan",Jim,Jordan,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1964-02-17,Male,J000289,412226,20738,"Jim Jordan (American politician)",Q186215,kg:/m/04l4x5,16067,1868,1022879,8158,"Not Given","Jim Jordan",N00027894,H6OH04082,"Not Given","Not Given"
"Marcy Kaptur",Marcy,Kaptur,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1946-06-17,Female,K000009,400211,15029,"Marcy Kaptur",Q436537,kg:/m/039s3l,16086,616,1458,27016,"Not Given","Not Given",N00003522,H2OH09031,"Not Given","Not Given"
"William R. Keating",William,Keating,R.,"Not Given","Not Given","Not Given","Not Given","Not Given",1952-09-06,Male,K000375,412435,21140,"Bill Keating (politician)",Q775412,kg:/m/09v6g7c,16570,2025,61856,4743,"Not Given","Not Given",N00031933,H0MA10082,"Not Given","Not Given"
"Mike Kelly",Mike,Kelly,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1948-05-10,Male,K000376,412465,21167,"Mike Kelly (Pennsylvania politician)",Q1431761,kg:/m/0ds6wcw,16572,2051,62696,119463,"Not Given","Mike Kelly",N00031647,H0PA03271,"Not Given","Not Given"
"Ron Kind",Ron,Kind,James,"Not Given","Not Given","Not Given","Not Given","Not Given",1963-03-16,Male,K000188,400218,29769,"Ron Kind",Q505222,kg:/m/024ty6,16313,1498,45870,630,"Not Given","Ron Kind",N00004403,H6WI03099,"Not Given","Not Given"
"Peter T. King",Peter,King,T.,Pete,"Not Given","Not Given","Not Given","Not Given",1944-04-05,Male,K000210,400219,29375,"Peter T. King",Q953554,kg:/m/03tk4w,16338,635,26487,26968,"Not Given","Peter T. King",N00001193,H2NY03089,"Not Given","Not Given"
"Billy Long",Billy,Long,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1955-08-11,Male,L000576,412445,21150,"Billy Long",Q863171,kg:/m/0ds17_9,17328,2033,61880,123401,"Not Given","Not Given",N00030676,H0MO07113,"Not Given","Not Given"
"Steve King",Steve,King,A.,"Not Given","Not Given","Not Given","Not Given","Not Given",1949-05-28,Male,K000362,400220,20325,"Steve King",Q749710,kg:/m/025b7g,16548,1724,1003590,10853,"Not Given","Steve King",N00025237,H2IA05072,"Not Given","Not Given"
"Adam Kinzinger",Adam,Kinzinger,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1978-02-27,Male,K000378,412421,21128,"Adam Kinzinger",Q349955,kg:/m/05q9ypn,16573,2014,62573,116559,"Not Given","Adam Kinzinger",N00030667,H0IL11052,"Not Given","Not Given"
"Doug Lamborn",Doug,Lamborn,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1954-05-24,Male,L000564,412191,20704,"Doug Lamborn",Q371106,kg:/m/0fsgdd,17305,1834,1022846,2698,"Not Given","Doug Lamborn",N00028133,H6CO05159,"Not Given","Not Given"
"James R. Langevin",James,Langevin,R.,Jim,"Not Given","Not Given","Not Given","Not Given",1964-04-22,Male,L000559,400230,20136,"James Langevin",Q1397290,kg:/m/02tvqy,17296,1668,86608,55787,"Not Given","Jim Langevin",N00009724,H0RI02139,"Not Given","Not Given"
"James Lankford",James,Lankford,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1968-03-04,Male,L000575,412464,21166,"James Lankford",Q45940,kg:/m/0dgrrx6,17326,2050,1033847,124938,S378,"James Lankford",N00031129,H0OK05114,S4OK00232,"Not Given"
"Rick Larsen",Rick,Larsen,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1965-06-15,Male,L000560,400232,20145,"Rick Larsen",Q503529,kg:/m/025953,17298,1675,86610,56231,"Not Given","Not Given",N00009759,H0WA02080,"Not Given","Not Given"
"John B. Larson",John,Larson,B.,"Not Given","Not Given","Not Given","Not Given","Not Given",1948-07-22,Male,L000557,400233,29908,"John B. Larson",Q357832,kg:/m/024zl9,17292,1583,36596,17188,"Not Given","John B. Larson",N00000575,H8CT01046,"Not Given","Not Given"
"Robert E. Latta",Robert,Latta,E.,"Not Given","Not Given","Not Given","Not Given","Not Given",1956-04-18,Male,L000566,412256,20755,"Bob Latta",Q888061,kg:/m/02z6_j1,17309,1885,1028071,9926,"Not Given","Robert E. Latta",N00012233,H8OH05036,"Not Given","Not Given"
"Patrick J. Leahy",Patrick,Leahy,J.,"Not Given","Not Given","Not Given","Not Given","Not Given",1940-03-31,Male,L000174,300065,14307,"Patrick Leahy",Q59315,kg:/m/0202kf,NULL,1383,1552,53353,S057,"Patrick Leahy",N00009918,S4VT00017,"Not Given","Not Given"
"Barbara Lee",Barbara,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1946-07-16,Female,L000551,400237,29778,"Barbara Lee",Q289317,kg:/m/024sjy,17282,1501,54579,8315,"Not Given","Not Given",N00008046,H8CA09060,"Not Given","Not Given"
"John Lewis",John,Lewis,R.,"Not Given","Not Given","Not Given","Not Given","Not Given",1940-02-21,Male,L000287,400240,15431,"John Lewis (civil rights leader)",Q45380,kg:/m/02555z,16948,688,2528,26820,"Not Given","John Lewis (Georgia)",N00002577,H6GA05217,"Not Given","Not Given"
"Daniel Lipinski",Daniel,Lipinski,William,"Not Given","Not Given","Not Given","Not Given","Not Given",1966-07-15,Male,L000563,400630,20508,"Dan Lipinski",Q518424,kg:/m/0508fv,17303,1781,1013046,33692,"Not Given","Daniel Lipinski",N00027239,H4IL03077,"Not Given","Not Given"
"David Loebsack",David,Loebsack,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1952-12-23,Male,L000565,412209,20720,"Dave Loebsack",Q771586,kg:/m/0gtmqs,17307,1846,1022883,68964,"Not Given","Dave Loebsack",N00027741,H6IA02146,"Not Given","Not Given"
"Zoe Lofgren",Zoe,Lofgren,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1947-12-21,Female,L000397,400245,29504,"Zoe Lofgren",Q218217,kg:/m/024t94,17087,701,36520,21899,"Not Given","Zoe Lofgren",N00007479,H4CA16049,"Not Given","Not Given"
"Ken Buck",Ken,Buck,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1959-02-16,Male,B001297,412619,21510,"Ken Buck",Q1439421,kg:/m/05zzjd2,NULL,2233,78285,125319,"Not Given","Not Given",N00030829,S0CO00237,H4CO04090,"Not Given"
"Nita M. Lowey",Nita,Lowey,M.,"Not Given","Not Given","Not Given","Not Given","Not Given",1937-07-05,Female,L000480,400246,15612,"Nita Lowey",Q460652,kg:/m/03tv8l,17192,709,6110,26982,"Not Given","Nita Lowey",N00001024,H8NY20056,"Not Given","Not Given"
"Frank D. Lucas",Frank,Lucas,D.,"Not Given","Not Given","Not Given","Not Given","Not Given",1960-01-06,Male,L000491,400247,29393,"Frank Lucas (Oklahoma politician)",Q246049,kg:/m/033tnk,17205,711,35692,27032,"Not Given","Frank D. Lucas",N00005559,H4OK06056,"Not Given","Not Given"
"Blaine Luetkemeyer",Blaine,Luetkemeyer,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1952-05-07,Male,L000569,412292,20926,"Blaine Luetkemeyer",Q522181,kg:/m/04ycpq1,17315,1931,1031348,20400,"Not Given","Not Given",N00030026,H8MO09153,"Not Given","Not Given"
"Ben Ray Luj��",Ben,Luj��,Ray,"Not Given","Not Given","Not Given","Not Given","Not Given",1972-06-07,Male,L000570,412293,20932,"Ben Ray Luj��",Q324256,kg:/m/0412qzq,17317,1939,1031351,102842,"Not Given","Not Given",N00029562,H8NM03196,"Not Given","Not Given"
"Lisa Murkowski",Lisa,Murkowski,A.,"Not Given","Not Given","Not Given","Not Given","Not Given",1957-05-22,Female,M001153,300075,40300,"Lisa Murkowski",Q22360,kg:/m/0202kt,18778,1694,1004138,15841,S288,"Lisa Murkowski",N00026050,S4AK00099,"Not Given","Not Given"
"Stephen F. Lynch",Stephen,Lynch,F.,"Not Given","Not Given","Not Given","Not Given","Not Given",1955-03-31,Male,L000562,400249,20119,"Stephen F. Lynch",Q2344921,kg:/m/028vsz,17301,1686,1000222,4844,"Not Given","Stephen Lynch",N00013855,H2MA09072,S0MA00083,"Not Given"
"Carolyn B. Maloney",Carolyn,Maloney,B.,"Not Given","Not Given","Not Given","Not Given","Not Given",1946-02-19,Female,M000087,400251,29379,"Carolyn Maloney",Q455833,kg:/m/03txd5,17437,729,26162,26978,"Not Given","Carolyn B. Maloney",N00000078,H2NY14037,"Not Given","Not Given"
